🎯 Sovereign Watcher: Monitoring for Prop Firm One-Shot Entry...
📊 Target Entry: $69,050
🛡️ Stop Loss: $68,650
🚀 Take Profit: $73,750
📦 Position Size: 0.75 BTC
--------------------------------------------------
⌛ 05:38:09 | BTC: $69,672.07 | Distance to Entry: $622.07
⌛ 05:38:39 | BTC: $69,663.21 | Distance to Entry: $613.21
⌛ 05:39:09 | BTC: $69,663.77 | Distance to Entry: $613.77
⌛ 05:39:39 | BTC: $69,666.21 | Distance to Entry: $616.21
⌛ 05:40:10 | BTC: $69,674.12 | Distance to Entry: $624.12
⌛ 05:40:40 | BTC: $69,659.74 | Distance to Entry: $609.74
⌛ 05:41:10 | BTC: $69,659.75 | Distance to Entry: $609.75
⌛ 07:48:57 | BTC: $70,299.80 | Distance to Entry: $1,249.80
⌛ 07:49:27 | BTC: $70,302.40 | Distance to Entry: $1,252.40
⌛ 07:49:57 | BTC: $70,310.00 | Distance to Entry: $1,260.00
⌛ 07:50:27 | BTC: $70,308.47 | Distance to Entry: $1,258.47
⌛ 07:50:57 | BTC: $70,311.70 | Distance to Entry: $1,261.70
⌛ 07:51:27 | BTC: $70,306.16 | Distance to Entry: $1,256.16
⌛ 07:51:57 | BTC: $70,280.65 | Distance to Entry: $1,230.65
⌛ 07:52:28 | BTC: $70,273.01 | Distance to Entry: $1,223.01
⌛ 07:52:58 | BTC: $70,283.50 | Distance to Entry: $1,233.50
⌛ 07:53:28 | BTC: $70,275.01 | Distance to Entry: $1,225.01
⌛ 07:53:58 | BTC: $70,247.53 | Distance to Entry: $1,197.53
⌛ 07:54:28 | BTC: $70,258.67 | Distance to Entry: $1,208.67
⌛ 07:54:58 | BTC: $70,235.11 | Distance to Entry: $1,185.11
⌛ 07:55:28 | BTC: $70,247.93 | Distance to Entry: $1,197.93
⌛ 07:55:58 | BTC: $70,267.80 | Distance to Entry: $1,217.80
⌛ 07:56:29 | BTC: $70,256.37 | Distance to Entry: $1,206.37
⌛ 07:56:59 | BTC: $70,267.95 | Distance to Entry: $1,217.95
⌛ 07:57:29 | BTC: $70,251.71 | Distance to Entry: $1,201.71
⌛ 07:57:59 | BTC: $70,267.76 | Distance to Entry: $1,217.76
⌛ 07:58:29 | BTC: $70,262.77 | Distance to Entry: $1,212.77
⌛ 07:58:59 | BTC: $70,259.94 | Distance to Entry: $1,209.94
⌛ 07:59:29 | BTC: $70,274.99 | Distance to Entry: $1,224.99
⌛ 07:59:59 | BTC: $70,266.92 | Distance to Entry: $1,216.92
⌛ 08:00:29 | BTC: $70,286.02 | Distance to Entry: $1,236.02
⌛ 08:00:59 | BTC: $70,282.58 | Distance to Entry: $1,232.58
⌛ 08:01:30 | BTC: $70,230.96 | Distance to Entry: $1,180.96
⌛ 08:02:00 | BTC: $70,266.34 | Distance to Entry: $1,216.34
⌛ 08:02:30 | BTC: $70,252.89 | Distance to Entry: $1,202.89
⌛ 08:03:00 | BTC: $70,241.96 | Distance to Entry: $1,191.96
⌛ 08:03:30 | BTC: $70,233.01 | Distance to Entry: $1,183.01
⌛ 08:04:00 | BTC: $70,221.07 | Distance to Entry: $1,171.07
⌛ 08:04:30 | BTC: $70,208.14 | Distance to Entry: $1,158.14
⌛ 08:05:00 | BTC: $70,257.31 | Distance to Entry: $1,207.31
⌛ 08:05:30 | BTC: $70,240.00 | Distance to Entry: $1,190.00
⌛ 08:06:00 | BTC: $70,208.67 | Distance to Entry: $1,158.67
⌛ 08:06:31 | BTC: $70,194.00 | Distance to Entry: $1,144.00
⌛ 08:07:01 | BTC: $70,188.00 | Distance to Entry: $1,138.00
⌛ 08:07:31 | BTC: $70,218.08 | Distance to Entry: $1,168.08
⌛ 08:08:01 | BTC: $70,200.04 | Distance to Entry: $1,150.04
⌛ 08:08:31 | BTC: $70,188.52 | Distance to Entry: $1,138.52
⌛ 08:09:01 | BTC: $70,193.68 | Distance to Entry: $1,143.68
⌛ 08:09:31 | BTC: $70,188.00 | Distance to Entry: $1,138.00
⌛ 08:10:01 | BTC: $70,187.98 | Distance to Entry: $1,137.98
⌛ 08:10:31 | BTC: $70,205.96 | Distance to Entry: $1,155.96
⌛ 08:11:02 | BTC: $70,187.93 | Distance to Entry: $1,137.93
⌛ 08:11:32 | BTC: $70,187.98 | Distance to Entry: $1,137.98
⌛ 08:12:02 | BTC: $70,175.01 | Distance to Entry: $1,125.01
⌛ 08:12:32 | BTC: $70,144.00 | Distance to Entry: $1,094.00
⌛ 08:13:02 | BTC: $70,127.99 | Distance to Entry: $1,077.99
⌛ 08:13:32 | BTC: $70,135.63 | Distance to Entry: $1,085.63
⌛ 08:14:02 | BTC: $70,130.00 | Distance to Entry: $1,080.00
⌛ 08:14:32 | BTC: $70,141.79 | Distance to Entry: $1,091.79
⌛ 08:15:02 | BTC: $70,186.75 | Distance to Entry: $1,136.75
⌛ 08:15:32 | BTC: $70,221.92 | Distance to Entry: $1,171.92
⌛ 08:16:03 | BTC: $70,190.00 | Distance to Entry: $1,140.00
⌛ 08:16:33 | BTC: $70,175.99 | Distance to Entry: $1,125.99
⌛ 08:17:03 | BTC: $70,105.72 | Distance to Entry: $1,055.72
⌛ 08:17:33 | BTC: $70,119.36 | Distance to Entry: $1,069.36
⌛ 08:18:03 | BTC: $70,083.82 | Distance to Entry: $1,033.82
⌛ 08:18:33 | BTC: $70,113.82 | Distance to Entry: $1,063.82
⌛ 08:19:03 | BTC: $70,097.99 | Distance to Entry: $1,047.99
⌛ 08:19:33 | BTC: $70,140.91 | Distance to Entry: $1,090.91
⌛ 08:20:03 | BTC: $70,138.03 | Distance to Entry: $1,088.03
⌛ 08:20:33 | BTC: $70,122.11 | Distance to Entry: $1,072.11
⌛ 08:21:04 | BTC: $70,124.26 | Distance to Entry: $1,074.26
⌛ 08:21:34 | BTC: $70,136.00 | Distance to Entry: $1,086.00
⌛ 08:22:04 | BTC: $70,191.50 | Distance to Entry: $1,141.50
⌛ 08:22:34 | BTC: $70,232.08 | Distance to Entry: $1,182.08
⌛ 08:23:04 | BTC: $70,275.66 | Distance to Entry: $1,225.66
⌛ 08:23:34 | BTC: $70,312.96 | Distance to Entry: $1,262.96
⌛ 08:24:04 | BTC: $70,332.08 | Distance to Entry: $1,282.08
⌛ 08:24:34 | BTC: $70,286.10 | Distance to Entry: $1,236.10
⌛ 08:25:04 | BTC: $70,283.08 | Distance to Entry: $1,233.08
⌛ 08:25:35 | BTC: $70,302.07 | Distance to Entry: $1,252.07
⌛ 08:26:05 | BTC: $70,264.86 | Distance to Entry: $1,214.86
⌛ 08:26:35 | BTC: $70,298.38 | Distance to Entry: $1,248.38
⌛ 08:27:05 | BTC: $70,318.02 | Distance to Entry: $1,268.02
⌛ 08:27:35 | BTC: $70,312.30 | Distance to Entry: $1,262.30
⌛ 08:28:05 | BTC: $70,275.97 | Distance to Entry: $1,225.97
⌛ 08:28:35 | BTC: $70,308.45 | Distance to Entry: $1,258.45
⌛ 08:29:05 | BTC: $70,332.07 | Distance to Entry: $1,282.07
⌛ 08:29:35 | BTC: $70,343.00 | Distance to Entry: $1,293.00
⌛ 08:30:06 | BTC: $70,330.34 | Distance to Entry: $1,280.34
⌛ 08:30:36 | BTC: $70,337.63 | Distance to Entry: $1,287.63
⌛ 08:31:06 | BTC: $70,369.45 | Distance to Entry: $1,319.45
⌛ 08:31:36 | BTC: $70,326.19 | Distance to Entry: $1,276.19
⌛ 08:32:06 | BTC: $70,279.51 | Distance to Entry: $1,229.51
⌛ 08:32:36 | BTC: $70,305.48 | Distance to Entry: $1,255.48
⌛ 08:33:06 | BTC: $70,320.00 | Distance to Entry: $1,270.00
⌛ 08:33:36 | BTC: $70,302.00 | Distance to Entry: $1,252.00
⌛ 08:34:06 | BTC: $70,322.04 | Distance to Entry: $1,272.04
⌛ 08:34:37 | BTC: $70,342.74 | Distance to Entry: $1,292.74
⌛ 08:35:07 | BTC: $70,322.05 | Distance to Entry: $1,272.05
⌛ 08:35:37 | BTC: $70,318.62 | Distance to Entry: $1,268.62
⌛ 08:36:07 | BTC: $70,283.82 | Distance to Entry: $1,233.82
⌛ 08:36:37 | BTC: $70,301.65 | Distance to Entry: $1,251.65
⌛ 08:37:07 | BTC: $70,259.95 | Distance to Entry: $1,209.95
⌛ 08:37:37 | BTC: $70,270.93 | Distance to Entry: $1,220.93
⌛ 08:38:07 | BTC: $70,259.95 | Distance to Entry: $1,209.95
⌛ 08:38:37 | BTC: $70,175.97 | Distance to Entry: $1,125.97
⌛ 08:39:07 | BTC: $70,121.98 | Distance to Entry: $1,071.98
⌛ 08:39:38 | BTC: $70,156.00 | Distance to Entry: $1,106.00
⌛ 08:40:08 | BTC: $70,148.00 | Distance to Entry: $1,098.00
⌛ 08:40:38 | BTC: $70,195.04 | Distance to Entry: $1,145.04
⌛ 08:41:08 | BTC: $70,195.72 | Distance to Entry: $1,145.72
⌛ 08:41:38 | BTC: $70,206.12 | Distance to Entry: $1,156.12
⌛ 08:42:08 | BTC: $70,200.98 | Distance to Entry: $1,150.98
⌛ 08:42:38 | BTC: $70,203.06 | Distance to Entry: $1,153.06
⌛ 08:43:08 | BTC: $70,226.82 | Distance to Entry: $1,176.82
⌛ 08:43:38 | BTC: $70,215.68 | Distance to Entry: $1,165.68
⌛ 08:44:09 | BTC: $70,215.12 | Distance to Entry: $1,165.12
⌛ 08:44:39 | BTC: $70,219.07 | Distance to Entry: $1,169.07
⌛ 08:45:09 | BTC: $70,222.67 | Distance to Entry: $1,172.67
⌛ 08:45:39 | BTC: $70,218.21 | Distance to Entry: $1,168.21
⌛ 08:46:09 | BTC: $70,199.99 | Distance to Entry: $1,149.99
⌛ 08:46:39 | BTC: $70,189.56 | Distance to Entry: $1,139.56
⌛ 08:47:09 | BTC: $70,193.75 | Distance to Entry: $1,143.75
⌛ 08:47:39 | BTC: $70,166.87 | Distance to Entry: $1,116.87
⌛ 08:48:09 | BTC: $70,150.01 | Distance to Entry: $1,100.01
⌛ 08:48:40 | BTC: $70,125.51 | Distance to Entry: $1,075.51
⌛ 08:49:10 | BTC: $70,057.92 | Distance to Entry: $1,007.92
⌛ 08:49:40 | BTC: $69,982.55 | Distance to Entry: $932.55
⌛ 08:50:10 | BTC: $69,954.00 | Distance to Entry: $904.00
⌛ 08:50:40 | BTC: $69,870.14 | Distance to Entry: $820.14
⌛ 08:51:10 | BTC: $69,835.98 | Distance to Entry: $785.98
⌛ 08:51:40 | BTC: $69,803.90 | Distance to Entry: $753.90
⌛ 08:52:10 | BTC: $69,767.28 | Distance to Entry: $717.28
⌛ 08:52:41 | BTC: $69,765.10 | Distance to Entry: $715.10
⌛ 08:53:11 | BTC: $69,774.00 | Distance to Entry: $724.00
⌛ 08:53:41 | BTC: $69,778.00 | Distance to Entry: $728.00
⌛ 08:54:11 | BTC: $69,711.40 | Distance to Entry: $661.40
⌛ 08:54:41 | BTC: $69,546.24 | Distance to Entry: $496.24
⌛ 08:55:11 | BTC: $69,607.00 | Distance to Entry: $557.00
⌛ 08:55:41 | BTC: $69,484.09 | Distance to Entry: $434.09
⌛ 08:56:11 | BTC: $69,477.06 | Distance to Entry: $427.06
⌛ 08:56:42 | BTC: $69,406.74 | Distance to Entry: $356.74
⌛ 08:57:12 | BTC: $69,457.00 | Distance to Entry: $407.00
⌛ 08:57:42 | BTC: $69,485.63 | Distance to Entry: $435.63
⌛ 08:58:12 | BTC: $69,411.25 | Distance to Entry: $361.25
⌛ 08:58:42 | BTC: $69,403.00 | Distance to Entry: $353.00
⌛ 08:59:12 | BTC: $69,388.13 | Distance to Entry: $338.13
⌛ 08:59:42 | BTC: $69,342.69 | Distance to Entry: $292.69
⌛ 09:00:12 | BTC: $69,384.00 | Distance to Entry: $334.00
⌛ 09:00:42 | BTC: $69,452.65 | Distance to Entry: $402.65
⌛ 09:01:12 | BTC: $69,440.22 | Distance to Entry: $390.22
⌛ 09:01:43 | BTC: $69,460.92 | Distance to Entry: $410.92
⌛ 09:02:13 | BTC: $69,304.01 | Distance to Entry: $254.01
⌛ 09:02:43 | BTC: $69,270.00 | Distance to Entry: $220.00
⌛ 09:03:13 | BTC: $69,335.00 | Distance to Entry: $285.00
⌛ 09:03:43 | BTC: $69,294.01 | Distance to Entry: $244.01
⌛ 09:04:13 | BTC: $69,324.30 | Distance to Entry: $274.30
⌛ 09:04:43 | BTC: $69,399.29 | Distance to Entry: $349.29
⌛ 09:05:13 | BTC: $69,371.16 | Distance to Entry: $321.16
⌛ 09:05:44 | BTC: $69,387.76 | Distance to Entry: $337.76
⌛ 09:06:14 | BTC: $69,361.99 | Distance to Entry: $311.99
⌛ 09:06:44 | BTC: $69,338.56 | Distance to Entry: $288.56
⌛ 09:07:14 | BTC: $69,465.06 | Distance to Entry: $415.06
⌛ 09:07:44 | BTC: $69,466.09 | Distance to Entry: $416.09
⌛ 09:08:14 | BTC: $69,452.45 | Distance to Entry: $402.45
⌛ 09:08:44 | BTC: $69,443.87 | Distance to Entry: $393.87
⌛ 09:09:14 | BTC: $69,456.52 | Distance to Entry: $406.52
⌛ 09:09:44 | BTC: $69,448.73 | Distance to Entry: $398.73
⌛ 09:10:15 | BTC: $69,481.61 | Distance to Entry: $431.61
⌛ 09:10:45 | BTC: $69,457.04 | Distance to Entry: $407.04
⌛ 09:11:15 | BTC: $69,410.00 | Distance to Entry: $360.00
⌛ 09:11:45 | BTC: $69,396.87 | Distance to Entry: $346.87
⌛ 09:12:15 | BTC: $69,438.61 | Distance to Entry: $388.61
⌛ 09:12:45 | BTC: $69,394.69 | Distance to Entry: $344.69
⌛ 09:13:15 | BTC: $69,392.00 | Distance to Entry: $342.00
⌛ 09:13:45 | BTC: $69,411.09 | Distance to Entry: $361.09
⌛ 09:14:15 | BTC: $69,442.01 | Distance to Entry: $392.01
⌛ 09:14:46 | BTC: $69,467.99 | Distance to Entry: $417.99
⌛ 09:15:16 | BTC: $69,462.79 | Distance to Entry: $412.79
⌛ 09:15:46 | BTC: $69,498.78 | Distance to Entry: $448.78
⌛ 09:16:16 | BTC: $69,498.66 | Distance to Entry: $448.66
⌛ 09:16:46 | BTC: $69,528.08 | Distance to Entry: $478.08
⌛ 09:17:16 | BTC: $69,548.16 | Distance to Entry: $498.16
⌛ 09:17:46 | BTC: $69,536.00 | Distance to Entry: $486.00
⌛ 09:18:16 | BTC: $69,532.66 | Distance to Entry: $482.66
⌛ 09:18:46 | BTC: $69,546.08 | Distance to Entry: $496.08
⌛ 09:19:16 | BTC: $69,535.75 | Distance to Entry: $485.75
⌛ 09:19:47 | BTC: $69,557.99 | Distance to Entry: $507.99
⌛ 09:20:17 | BTC: $69,549.99 | Distance to Entry: $499.99
⌛ 09:20:47 | BTC: $69,436.76 | Distance to Entry: $386.76
⌛ 09:21:17 | BTC: $69,464.44 | Distance to Entry: $414.44
⌛ 09:21:47 | BTC: $69,401.99 | Distance to Entry: $351.99
⌛ 09:22:17 | BTC: $69,409.94 | Distance to Entry: $359.94
⌛ 09:22:47 | BTC: $69,389.52 | Distance to Entry: $339.52
⌛ 09:23:17 | BTC: $69,391.30 | Distance to Entry: $341.30
⌛ 09:23:47 | BTC: $69,418.47 | Distance to Entry: $368.47
⌛ 09:24:18 | BTC: $69,396.51 | Distance to Entry: $346.51
⌛ 09:24:48 | BTC: $69,448.50 | Distance to Entry: $398.50
⌛ 09:25:18 | BTC: $69,402.05 | Distance to Entry: $352.05
⌛ 09:25:48 | BTC: $69,386.81 | Distance to Entry: $336.81
⌛ 09:26:18 | BTC: $69,353.29 | Distance to Entry: $303.29
⌛ 09:26:48 | BTC: $69,349.15 | Distance to Entry: $299.15
⌛ 09:27:18 | BTC: $69,339.46 | Distance to Entry: $289.46
⌛ 09:27:48 | BTC: $69,320.17 | Distance to Entry: $270.17
⌛ 09:28:18 | BTC: $69,337.52 | Distance to Entry: $287.52
⌛ 09:28:49 | BTC: $69,276.01 | Distance to Entry: $226.01
⌛ 09:29:19 | BTC: $69,141.55 | Distance to Entry: $91.55
⌛ 09:29:49 | BTC: $69,107.99 | Distance to Entry: $57.99

🔔 [TRIGGERED] 09:30:19 | BTC at $69,024.00
✅ ENTRY ZONE REACHED ($69050)
👉 EXECUTION: LONG 0.75 BTC
👉 SL: 68650 | TP: 73750
